"","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","pbqc","treatment1","treatment2","pooled_R1.mzXML","pooled_R2.mzXML","Pooled_R3.mzXML","Treatment1_R1.mzXML","Treatment1_R2.mzXML","Treatment1_R3.mzXML","Treatment2_R1.mzXML","Treatment2_R2.mzXML","Treatment2_R3.mzXML","isotopes","adduct","pcgroup"
"3564",512.204507415375,512.203121181959,512.207718148317,6402.46735585937,6401.99366474642,6405.15509138763,4,2,2,0,413,378,398,442,387,454,445,366,382,"","","162"
"3565",447.224829413681,447.221956930301,447.22624956969,6331.81384295359,6330.92937477006,6333.04023411679,5,3,0,2,2881,2739,2678,1863,2025,1911,3429,3559,2874,"","","100"
"3566",1002.26256719051,1002.2570869603,1002.26471683728,5776.50757739907,5775.72844131591,5781.10588508801,9,3,3,3,18207,16104,16349,18585,18539,19639,16248,14763,13656,"[706][M+1]-","","20"
"3567",505.099374274914,505.0970702606,505.101325646055,6366.6618422033,6365.93481866877,6367.10066187824,6,3,0,3,7219,6483,6691,193,224,225,11149,10816,10151,"[917][M]-","","145"
"3568",257.08293865612,257.081798226346,257.083753405637,6346.55234377141,6345.86312555746,6347.82004143483,9,3,3,3,10128,9312,9474,13803,13016,12262,7528,7078,6870,"[918][M]-","","215"
"3569",257.081830921309,257.080990216418,257.083655920729,6414.39669653329,6412.55830126325,6415.16453352798,9,3,3,3,1152,1072,1142,1407,1376,1149,1049,1360,1298,"[919][M]-","","162"
"3570",527.261987979352,527.259572684369,527.262992570929,6404.47469356289,6403.99926037415,6405.15509138763,6,3,3,0,1660,1385,1537,1986,2826,2766,659,826,901,"","","162"
"3571",559.219324048382,559.216824651678,559.220473890914,6392.78769304228,6391.96120534014,6394.03455778289,8,3,3,2,1991,1814,1896,2861,2640,2990,1339,1174,1104,"","","239"
"3572",619.132176578836,619.12874014235,619.133736278324,5762.39410010678,5760.24955655042,5763.14172866151,9,3,3,3,9132,8367,8470,5676,5365,3334,15412,8634,9505,"[920][M]-","","20"
"3573",619.13163669828,619.12788934146,619.133901368789,5892.26276436607,5890.88470355933,5892.97152342592,9,3,3,3,16462,15520,15242,11646,11283,8290,22062,14746,15684,"[921][M]-","","126"
"3574",619.130920333463,619.127695307478,619.132648076452,6078.95593219089,6078.6335517837,6079.51279069657,5,2,0,3,2562,2300,2332,783,875,902,3398,3602,3446,"","","25"
"3575",619.129203023712,619.128116440575,619.130289606848,6258.84525943498,6257.73661131686,6259.9539075531,2,1,0,1,1612,1426,1456,1132,1047,1152,1640,1609,1623,"[905][M+2]-","","41"
"3576",619.13201992722,619.129170844946,619.133368258675,5652.18748073878,5650.91013425803,5653.71416869242,6,3,1,2,2388,2120,2092,2014,1889,2325,1362,2821,2223,"","","88"
"3577",689.143424235803,689.141556861431,689.14923093004,6201.39407482267,6197.69994068304,6203.36245684257,3,1,1,1,1929,1837,2030,2400,2443,2490,1565,1648,1485,"","","39"
"3578",795.173716014816,795.16722192671,795.176043454794,5684.43442333032,5683.29428358906,5687.5162045726,6,2,2,2,2870,2480,2689,2274,2208,2371,2732,3084,2829,"[922][M]-","","67"
"3579",795.181359749038,795.175284006024,795.182061646622,5914.7352935046,5913.53733157999,5916.95551947134,7,3,2,2,2199,2039,2006,2193,1980,2170,2076,1733,1748,"[923][M]-","","19"
"3580",795.182287967123,795.175515541754,795.184736243124,6042.9079088984,6030.93520559677,6044.4203490743,6,3,1,2,1118,1028,996,753,749,600,1156,1223,1189,"","","34"
"3581",795.184654035822,795.179528332887,795.187972060952,6242.96995577581,6225.35654821972,6248.16388223327,7,3,2,2,1901,1735,1644,752,709,787,2851,2261,2167,"","","41"
"3582",795.181683801212,795.178215459764,795.185390217904,6367.94395525879,6365.87984732774,6373.07934462478,7,3,1,3,1315,1275,1269,1732,1703,1645,1340,1019,933,"","","686"
"3583",795.176791651254,795.173962794904,795.179972324131,5836.89717578706,5835.20514213212,5841.74651780635,6,3,1,2,989,960,954,668,656,644,1246,1247,1103,"[924][M]-","","142"
"3584",795.184335878451,795.183729631337,795.188200286505,6120.89277796286,6116.87199363358,6122.93398518483,3,2,0,1,827,791,773,717,717,711,955,946,896,"[925][M]-","","170"
"3585",795.176651856229,795.173958644884,795.181310133222,5785.09940361817,5783.03071936923,5804.55344323814,7,3,2,2,1094,890,996,632,637,676,1149,1313,1167,"","","20"
"3586",795.180579281963,795.175325571229,795.182616550474,5738.87233789585,5735.98131994337,5741.23251909293,7,3,2,2,1206,1067,1089,929,968,1081,1286,1261,1252,"[926][M]-","","77"
"3587",795.183658088587,795.17513493609,795.184125651322,5962.90916910621,5960.52783411684,5963.89472696524,3,3,0,0,951,941,996,607,545,561,1194,1188,1187,"","","63"
"3588",795.188342642628,795.181622266787,795.189855428187,6202.38932805305,6200.89572486969,6204.94507302551,4,3,0,1,1302,1159,1223,577,561,618,2755,1483,1512,"[1323][M+2]-","","39"
"3589",784.207913671378,784.202927007418,784.210213460648,6022.90905205486,6022.27737750717,6023.90224148383,5,1,3,1,5958,5230,5756,7909,7671,8288,3347,3222,3274,"[992][M+3]-","","12"
"3590",319.036541900341,319.0346643187,319.037540865055,6279.87170986028,6278.02683832811,6283.59747933754,9,3,3,3,9399,8228,8711,6762,6612,6852,10022,10204,10056,"[1079][M+2]-","","9"
"3591",319.043082003823,319.041136472811,319.045272696904,6343.43233689225,6342.28580137895,6344.24152801489,6,3,1,2,2208,1981,2071,1381,1519,1475,1918,4663,3144,"[927][M]-","","215"
"3592",507.115147733466,507.112606760782,507.116640520851,6283.64479114766,6282.20147802337,6284.98438758858,9,3,3,3,90724,82842,87318,41026,41139,46056,107385,113722,103548,"[928][M]-","","9"
"3593",532.118348878586,532.11461182226,532.121224949141,6386.95402246314,6385.94117346118,6388.46466520488,9,3,3,3,2863,2498,2776,2514,2315,2634,2944,3138,2859,"[938][M+1]-","","239"
"3594",567.1709639134,567.168665972345,567.173803587266,6350.27331186691,6348.30021418301,6351.07140893949,7,3,2,2,2207,1952,1951,1871,1804,1800,2147,2135,2013,"","","215"
"3595",578.165795083316,578.161152584903,578.167243612026,6406.57685021419,6406.00588994217,6407.15813600714,9,3,3,3,2954,2556,2688,2552,2500,2556,3105,2792,2455,"","","162"
"3596",463.093580589223,463.091514303518,463.095646874928,6300.84986700992,6299.99254230019,6301.70719171965,2,2,0,0,2250,1987,2092,1000,1004,1097,3052,3026,2922,"","","32"
"3597",463.088225424705,463.08666286023,463.089787989181,6412.35257458266,6412.09628738293,6412.60886178238,2,2,0,0,1413,1353,1394,195,186,183,2202,2341,2229,"","","162"
"3598",533.130982129169,533.127928421764,533.131866805885,6254.91202010064,6253.30914052939,6256.41717909961,9,3,3,3,102082,90688,94686,54953,55192,65637,125257,108253,103103,"[929][M]-","","41"
"3599",493.229570950963,493.227270682255,493.23103263889,6267.59189175467,6266.18357790435,6269.28149379711,9,3,3,3,13677,11797,12717,3455,3510,3879,19191,19592,16970,"[930][M]-","","41"
"3600",493.230253929309,493.226791191408,493.230780296084,6331.81384295359,6330.52407140902,6332.27396608061,7,2,3,2,6518,5722,5916,4124,3951,4497,8124,8161,6724,"[931][M]-","","100"
"3601",577.154486466138,577.154486466138,577.154486466138,6404.56589241328,6404.56589241328,6404.56589241328,1,1,0,0,2287,1866,2090,1688,1752,1432,2075,1769,1806,"","","162"
"3602",594.186907771681,594.182837444466,594.189356993545,6416.80036761905,6416.108968096,6417.16749564839,6,3,0,3,1825,1640,1620,828,911,1008,2441,2369,2298,"[943][M+1]-","","162"
"3603",303.218045552901,303.216989130417,303.219015819999,6375.28374379461,6373.90420272981,6377.11751730549,6,3,3,0,1521,1372,1471,2093,1848,1936,1008,1025,1066,"","","211"
"3604",415.196131956377,415.196131956377,415.196131956377,6394.51139167732,6394.51139167732,6394.51139167732,1,1,0,0,1168,1055,1159,1536,1611,1660,732,772,778,"","","239"
"3605",647.142499166607,647.138366269442,647.144087872071,6203.40021073517,6201.37026224797,6204.94507302551,6,3,0,3,4825,4387,4540,1985,1885,1831,7338,6456,6296,"[932][M]-","","39"
"3606",647.140510956223,647.138042823191,647.143385815963,6302.06530564686,6301.22909465683,6302.99827174665,6,3,0,3,6630,5807,6231,2293,2355,2444,10140,8333,7943,"[933][M]-","","32"
"3607",399.076502493711,399.074136473783,399.078377775896,6399.0844922933,6398.53314006732,6400.51250894423,6,3,0,3,3973,2871,3677,351,314,323,10124,3669,4477,"[934][M]-","","246"
"3608",227.07208427706,227.070933905934,227.073141570946,6204.89656829545,6203.37696452432,6207.37358343549,9,3,3,3,110877,102063,103847,88488,76163,59962,127189,128183,123125,"[935][M]-","","39"
"3609",227.071931915864,227.071144439624,227.073200607315,6300.9962156937,6299.23072435383,6303.66546544185,9,3,3,3,144716,130390,135019,107140,99710,108267,153201,166250,153705,"[936][M]-","","32"
"3610",608.176612749514,608.173141000006,608.178293483137,6406.63157062595,6406.00588994217,6408.08363751524,9,3,3,3,11718,10389,10530,10668,9964,9852,11746,11117,10629,"[937][M]-","","162"
